path	bytes	sha256
data/frozen/analysis_results/rec_q2_integration_2026-09-19/external/patient_component_effects.tsv	13832	f04e33f18752a8d2e5e28780b1ee86e5a9ea43dc2c6cc58bf21a4edfdc9a7690
data/frozen/analysis_results/rec_q2_integration_2026-09-19/external/patient_eligibility.tsv	5365	2c5514ba944fba3f4fec81bd6479ac5fbb421c0f2bf67019ed19690550e9e6e9
data/frozen/analysis_results/rec_q2_integration_2026-09-19/external/patient_member_correlations.tsv	346036	47a8a11388041ce9a6f811717e318948083b13de0acdb676d17ebf38252082cf
data/frozen/analysis_results/rec_q2_integration_2026-09-19/external/patient_member_detection.tsv	102718	3f1d2b4787c8ba8f12e273bc5a3fa8d0d4457f7c0c45d64cd86d251a5bae90c6
data/frozen/analysis_results/rec_q2_integration_2026-09-19/external/random_effects_meta.tsv	13128	b825107ad563846cfb81b87318ce69614696ceeae01d7e93c304305702915743
data/frozen/analysis_results/rec_q2_integration_2026-09-19/external/source_registry.tsv	468	5c577b859bd07ad2a981721e4fcb026e5470703b2faceae40009280e8afd8ebd
data/frozen/analysis_results/rec_q2_integration_2026-09-19/external/study_component_effects.tsv	6453	cd61de2c973ac370dd3dcdd080eb1abc61be421b5fbc9989026ac806a1ab0a5d
data/frozen/analysis_results/rec_q2_integration_2026-09-19/external/study_member_effects.tsv	56330	c8bd2796ae17523ab7c1fd3e495c9c1423c04e83a3e412d751abed0bab66d1fb
data/frozen/analysis_results/rec_q2_integration_2026-09-19/regional/all30_member_results.tsv	45163	345b0549a422c8c70bac150af862681ab40675fe83104e462c77e957d0ca92db
data/frozen/analysis_results/rec_q2_integration_2026-09-19/regional/all_pairs_gene_eligibility.tsv	201189	ad980ecbbc1acc1b673b36795a77c162c246fdfde5a8318efc2aa4af8a6f41ec
data/frozen/analysis_results/rec_q2_integration_2026-09-19/regional/genome_results.tsv.gz	5676540	7c269cdfb6dfe42b43863c4eeb6654058f7386c596877116505b4c04b09d28a7
data/frozen/analysis_results/rec_q2_integration_2026-09-19/regional/legacy_reconstruction_checks.tsv	325	7e5ad5b883268b4c1c35a45e06dd80864495ac2d6348b83523b07629c6318fee
data/frozen/analysis_results/rec_q2_integration_2026-09-19/regional/model_diagnostics.tsv	728	3a9dab7778f6d1de4082394f572fbfd803d9f7a57f9c6484fe769b6564097d91
data/frozen/analysis_results/rec_q2_integration_2026-09-19/regional/patient_region_display_scores.tsv	17983	41063457abef81fbefab7d2e274ecde5ebc2ea0ae34ee2929c7e0257ba515c34
data/frozen/analysis_results/rec_q2_integration_2026-09-19/regional/patient_region_proxy_scores.tsv	11694	f7f71091e90a634c342a49a92464968b632596c46c64c027890fbbb0ac9df1a9
data/frozen/analysis_results/rec_q2_integration_2026-09-19/regional/programme_tests.tsv	6096	2121d33dc94de11bccca33ee9d208b778abd96a4c44b0268b0bd7d4b61dbfc6c
data/frozen/analysis_results/rec_q2_integration_2026-09-19/regional/proxy_correlations.tsv	1928	525d1363c69769a23afdaed56ace17d46f0243cfec199f57b523439c6813c6da
data/frozen/analysis_results/rec_q2_integration_2026-09-19/regional/proxy_coverage.tsv	3434	4c41367afea195a54a2d92262745b052fdf154f5463737ebdfdaa23bee885569
data/frozen/analysis_results/rec_q2_integration_2026-09-19/regional/proxy_definition_lock.tsv	483	0d2e17d802a203a6c5d51157161d8a2cf0532b2e4d29a4f16ce0804ca6c58bd6
data/frozen/analysis_results/rec_q2_integration_2026-09-19/regional/same_section_gene_eligibility.tsv	200965	6bbbe30716e4f72db0fa256ab21095d481d2e722c1fa3e084c0d74b941da1872
data/frozen/analysis_results/rec_q2_integration_2026-09-19/regional/within_patient_VIF.tsv	778	3fa4288991a68e33c1d24b0d0bcc717cd9630cdfc58fb29969f53e1ab0cc0378
data/frozen/manuscript/rec_discovery_reinforced_2026-09-17/source_data/preserved_figure_inputs/Figure_1/figure1a.tsv	2424204	c1baf0f30bbb4ebc4ed78476f0e4ed0a0656a7c9b2bc85c3566bedd885408d34
data/frozen/manuscript/rec_discovery_reinforced_2026-09-17/source_data/preserved_figure_inputs/Figure_1/figure1b.tsv	1941	bb1497b1c81a9eaa201b74f6fee0728761de7472faa0c77feaad1a77bebf7bd1
data/frozen/manuscript/rec_discovery_reinforced_2026-09-17/source_data/preserved_figure_inputs/Figure_1/figure1c.tsv	989	e9faf3d6690c37368d8e57587802424af622cfcac8f3a753ff51a4bc858b7a49
data/frozen/manuscript/rec_discovery_reinforced_2026-09-17/source_data/preserved_figure_inputs/Figure_1/figure1d.tsv	3536	f15a65c98e048458c2642f4f71b17cefc0d0f0891a84c2974acee1a43b4235ba
data/frozen/manuscript/rec_discovery_reinforced_2026-09-17/source_data/preserved_figure_inputs/Figure_1/figure_phase2_topology_residual_summary_source_data.tsv	844	b26d2d47cb4d168c48a114cd9ebbb9e9c6e4919d0dddc50e0b110e30caebd817
data/frozen/manuscript/rec_discovery_reinforced_2026-09-17/source_data/preserved_figure_inputs/Figure_2/figure2a.tsv	4794	ab9b2d88cc184ef0295264c7901c1ad23bd11bf4422842e7b52d5ad18b02de66
data/frozen/manuscript/rec_discovery_reinforced_2026-09-17/source_data/preserved_figure_inputs/Figure_2/leave_one_patient_out_mapping.tsv	2567	181bc6894e5b18b67135f29a8cc12966c9a118de823de51f5eb66e5ff27c9c3f
data/frozen/manuscript/rec_discovery_reinforced_2026-09-17/source_data/preserved_figure_inputs/Figure_3/ogden_program_paired_contrasts.tsv	2236	264c66c9807959d7a1e7aca7a89a73bb7584f4ea55790c054e87d24e28f31f66
data/frozen/manuscript/rec_discovery_reinforced_2026-09-17/source_data/preserved_figure_inputs/Figure_3/rec_c8_tight_junction_bridge_evidence.tsv	5481	173bee1d9e818bab91862c41a9b8a250a21e44ca77734eb63cddd74066869f71
data/frozen/manuscript/rec_discovery_reinforced_2026-09-17/source_data/preserved_figure_inputs/Supplementary_Figure_7/RNA18_REC50_concordance.tsv	344	ad8c9215b052ed122373693b318b4e021596b15ccad01988caefa1f0cdb9c84c
data/frozen/manuscript/rec_discovery_reinforced_2026-09-17/source_data/preserved_figure_inputs/Supplementary_Figure_9/displayed_MRTX_effects.tsv	1426	73a54a8cc381057a17ac0d784dd08a26b67f228b065e7cbdca18ec5ec43699b2
data/frozen/manuscript/rec_discovery_reinforced_2026-09-17/source_data/preserved_figure_inputs/Supplementary_Figure_9/displayed_Plexin_effects.tsv	1054	9ebb43d9958a86406be440f98bba0589d24115896e868b5a1bff8eece17ee94d
data/frozen/manuscript/rec_discovery_reinforced_2026-09-17/source_data/preserved_figure_inputs/Supplementary_Figure_9/figure_phase7_functional_context_source_data.tsv	4361	9c64161559905f606da7975dc54f1db2f8c9f04a4a12b177e886ff825077363d
data/frozen/manuscript/rec_discovery_reinforced_2026-09-17/source_data/preserved_figure_inputs/supplementary_figure_1/figureS1a.tsv	858	8f29e8fefbe0b1a84e8d4b49bd9eb260e72060521d544c716112fe32c1aac51e
data/frozen/manuscript/rec_discovery_reinforced_2026-09-17/source_data/preserved_figure_inputs/supplementary_figure_3/Sample3_tissue_hires_image.png	8127226	05b7e5567ffd0ab24a0d80d71c4af8a747503e063b525a4e5c52ded35aae91ac
data/frozen/manuscript/rec_discovery_reinforced_2026-09-17/source_data/preserved_figure_inputs/supplementary_figure_3/Sample6_tissue_hires_image.png	5339461	5b97d6d2aad91f1a0a8229369f808ec1d0c12df680d9110387d5757924b4def4
data/frozen/manuscript/rec_discovery_reinforced_2026-09-17/source_data/preserved_figure_inputs/supplementary_figure_3/figure4a.tsv	912	0a4f192576e9226b2ecd89cf28896053e170f7defb188297c17d260d944cdb64
data/frozen/manuscript/rec_discovery_reinforced_2026-09-17/source_data/preserved_figure_inputs/supplementary_figure_3/figure4b.tsv	1083	6f5cfcde07d601a472333158134d3792a7138f92255eabcde71175705eda30a5
data/frozen/manuscript/rec_discovery_reinforced_2026-09-17/source_data/preserved_figure_inputs/supplementary_figure_3/figure4d.tsv	1261	0b6757e564ce0a70b59b40cabe25967d6bef664bec491a07792c58cc6ed65897
data/frozen/manuscript/rec_discovery_reinforced_2026-09-17/source_data/preserved_figure_inputs/supplementary_figure_3/representative_spatial_spots.tsv.gz	282550	6b2d5fa506c819bb5e0581663c872a9f8304395edafc23b02415d8135fae3375
data/frozen/manuscript/rec_discovery_reinforced_2026-09-17/source_data/preserved_figure_inputs/supplementary_figure_3/representative_spatial_summary.tsv	316	cf23210fdf1734779d62b8a0c8e0b7be755f1272f9d1b3f60d7545b959d6cb03
data/frozen/manuscript/rec_discovery_reinforced_2026-09-17/source_data/preserved_figure_inputs/supplementary_figure_6/figure_phase2_regulatory_coexistence_patient_source_data.tsv	7804	23b42e4930da8c1ffb62457a8988cc4c8f5c747066d4c3b4580fbfe14721ddda
data/frozen/manuscript/rec_discovery_reinforced_2026-09-17/source_data/preserved_figure_inputs/supplementary_figure_6/figure_phase2_regulatory_coexistence_summary_source_data.tsv	2042	79cbb8ab0b309bdf7138a23c0777512b3203b08afce811b4d05a6bc8a37ac85a
data/frozen/manuscript/rec_discovery_reinforced_2026-09-17/source_data/preserved_figure_inputs/supplementary_figure_6/figure_phase2_regulatory_state_activity_source_data.tsv	3509	cdbb20aac8bca829d825ff09e574faabc4dc13594c5bacef01c91340626b9f47
data/frozen/manuscript/rec_discovery_reinforced_2026-09-17/source_data/preserved_figure_inputs/supplementary_figure_6/figure_phase2_regulatory_target_overlap_source_data.tsv	892	d4b506b654a6b5b49519c62d1161db18319b9f9c0a2f954e293a945bc68696e2
data/frozen/manuscript/rec_figure1_matched_frames_2026-09-10/review/crop_definition.json	242	bee4be8d35f61946608241a2cd348c886c48c46e2f6d787b744babadf7c3721a
data/frozen/manuscript/rec_molecular_oncology_final_2026-09-09/source_data/supplementary_figure_2/figure3e.tsv	11183	8afad573d716bbea6d844d849aa6bc36a3c43946ebe8a36fe6db4c72c8a3efc6
data/frozen/manuscript/rec_reviewer_revision_2026-09-07/source_data/Figure_3/table_phase2_direct_program_gsea.tsv	22658	369a0817d8085020123718028ea8ce5d82b2ce4f44ba6b26e90d0b3407142464
data/frozen/manuscript/rec_text_polish_2026-09-21/panel_manifest.tsv	194124	c4bc92f9c6061c77c60a359569e5fd5fbf91cfc1842da1c26202fa81fe441923
data/frozen/manuscript/rec_text_polish_2026-09-21/source_data/Source_selection_notes.tsv	4065	6a4d865231267dc91fff03f660e3cd1985ae04ef92dfaa60a64dd59cfde8b375
data/inputs/analysis_results/deep_biology_upgrade_2026-08-31/phase2_mechanistic_specificity/alvarez_c8_top50_source.tsv	2933	70601137d38b6398bd78bb6e31841c42cbd5a768b892b0f5ffa77e2f4dde7036
data/inputs/analysis_results/deep_biology_upgrade_2026-08-31/phase2_mechanistic_specificity/frozen_gene_set_registry.tsv	9736	2a00ccc030c3fcafba7a74cb58262bae4f91ab2fef5504deea2bd4b68ba2dcb2
data/inputs/analysis_results/deep_biology_upgrade_2026-08-31/phase2_mechanistic_specificity/frozen_gene_sets.gmt	46191	3232f13c2f3916c3f0f8bd882c93eb4922b9a85642daff17bf5bb83d53db4d4b
data/inputs/analysis_results/deep_biology_upgrade_2026-08-31/phase2_mechanistic_specificity/frozen_gene_sets_long.tsv	262788	2c40023b4aa0411d4d4cfecd0c6af688f9ed59c2f4d040cf289ed5c92e30039a
data/inputs/analysis_results/deep_biology_upgrade_2026-08-31/phase2_mechanistic_specificity/msigdb_c2.cp.reactome_2025.1.Hs.gmt	694452	0056a8318733579d4f68402abc0f4dbc113e819ca270b49f24118965965b6be1
data/inputs/analysis_results/deep_biology_upgrade_2026-08-31/phase2_mechanistic_specificity/msigdb_c5.go.bp_2025.1.Hs.gmt	4154951	ab295452e729a49d9defe3832f301841c8b180666d509922d03649c39f7bdb5c
data/inputs/analysis_results/deep_biology_upgrade_2026-08-31/phase2_mechanistic_specificity/msigdb_h.all_2025.1.Hs.gmt	44970	fd168f123e8a4216991728881afb06bd2ab6699a82c36a80b31be3cb66818fe1
data/inputs/analysis_results/deep_biology_upgrade_2026-08-31/phase2_mechanistic_specificity/ogden_rec_coexistence_lock_provenance.json	993	b85a4a2ee0045515be8480cbc454a19c7a9d40963529cb4de35b4a4154580d1f
data/inputs/analysis_results/deep_biology_upgrade_2026-08-31/phase2_mechanistic_specificity/ogden_rec_coexistence_locked_genes.tsv	839332	afe232241441683e9bfec9d382334ab6af79a75a8c6590ab9b2df369ba59b580
data/inputs/analysis_results/deep_biology_upgrade_2026-08-31/phase2_mechanistic_specificity/ogden_rec_coexistence_pair_registry.tsv	2575	86ffd7fa6561367a0f1bca783de3e1987b674529e582445017507d54408f476a
data/inputs/analysis_results/deep_biology_upgrade_2026-08-31/phase2_mechanistic_specificity/ogden_regulatory_junction_bridge/ogden_regulatory_junction_lock_provenance.json	946	5cf1976cf98e11588da6be6308d68e1fd12904a3413ff32f2d7fb1d5b5975ef0
data/inputs/analysis_results/deep_biology_upgrade_2026-08-31/phase2_mechanistic_specificity/ogden_regulatory_junction_bridge/ogden_regulatory_junction_locked_genes.tsv	4121178	5324e5c4c31afddfd02becdd580673241753aa8dbe96dcf62d463acf5fa9ff40
data/inputs/analysis_results/deep_biology_upgrade_2026-08-31/phase2_mechanistic_specificity/ogden_regulatory_junction_bridge/ogden_regulatory_junction_pair_registry.tsv	6667	2de164567fc38573a3aa92df712421a1e2eaa480764c7c22b17fbf4588445df1
data/inputs/analysis_results/deep_biology_upgrade_2026-08-31/phase3_external_regulatory_projection/frozen_external_regulatory_gene_set_registry.tsv	2671	f59d9d246b2112cb82455a6cd22a6cb53e0257716cfc8a05434d9882c90f0bb6
data/inputs/analysis_results/deep_biology_upgrade_2026-08-31/phase3_external_regulatory_projection/frozen_external_regulatory_gene_sets_long.tsv	113116	b885511f1999f0445e0779f1a4d12f8e9dd8dd2437486d9919fb462899b05180
data/inputs/analysis_results/deep_biology_upgrade_2026-08-31/phase3_external_regulatory_projection/frozen_external_regulatory_named_genes.tsv	356	aae12afd78fa31d46f587b66d89ac66870a8176028652cc2731cd77440330dbf
data/inputs/metadata/cross_platform_state_anchor_spec_2026-08-23.md	2579	23874778b8685992b2f776f49d246b2c8bfb43138f1278467a73df947fae7e13
data/inputs/metadata/deep_biology_phase2_analysis_spec_2026-09-01.md	6132	8ee7a7f4015537a141c8d31721e21bfef7e75b1caa94c98ba7c5cd803c97e254
data/inputs/metadata/external_regulatory_projection_spec_2026-09-01.md	9283	94d61f432a96b6bf69ef6e75366f877cd6844be12d386cb030fdf3c2a3e9c800
data/inputs/metadata/gata6_functional_competitor_projection_spec_2026-09-01.md	4478	c35fd5428e4d6bce9c6910bfb0eb97a2904df54ad7c56397c33450e31a3346e3
data/inputs/metadata/gata6_serial_metastatic_selection_projection_spec_2026-09-01.md	4224	637ef761c787a4d2f9655904625ec0790f952d720a0a34cc4557bcda4a96d747
data/inputs/metadata/gse294385_liver_sample_manifest.tsv	5234	d87aef4bdf41241198e37f1852f207847da19834110ea2504f5b4f7015d7a222
data/inputs/metadata/hgp_interface_ecology_analysis_spec_2026-08-23.md	2872	36c79a60c61baafdcf6cdbd1ae12f44424cfb1ea82ca01bcacaa26c95ad176a1
data/inputs/metadata/iss_nc3_cohesive_dual_interface_spec_2026-09-01.md	6054	655938a7f803dd450fac4620dc4fc67fe2320e4a816a35ea5d8ea321b29e4d72
data/inputs/metadata/ogden_atac_regulatory_junction_bridge_spec_2026-09-01.md	6596	324c82d594bd8de6a99da69aa741f4482b691acc215ff1bb4c8d924274c98e2f
data/inputs/metadata/ogden_rec_within_cell_coexistence_spec_2026-09-01.md	5806	b1c9a1e203355cdeddff614caeb9e4e61aed3c1d1ecfe3b54ce96820871b4746
data/inputs/metadata/rec_evidence_bridge_2026-09-16.initial.md	5844	6ee3cd2e8c241dcf27f41475bb68dbcda65c5bd82334ca6bc0df73fc07ee9199
data/inputs/metadata/rec_junction_context_2026-09-16.md	12518	74d13e80a07029e6943ba77363dbf1856931bd2a4b188549dac7f7083765a58c
data/inputs/metadata/rec_manuscript_reinforcement_2026-09-17.md	4599	3a6516be33acdcc78d9bea10774911200cfc5d0409a6ce1c2378c4c394ab3b68
data/inputs/metadata/rec_program_gse151165_bulk_projection_spec_2026-08-23.md	2190	133e247e4bf718efa052b1ac799784913976a1470617e548d02114f6bfc3270f
data/inputs/metadata/rec_program_latacz_interface_summary_spec_2026-08-23.md	1793	bd60a3ff558363c4066f674ce62ba76f65eb04ee27ee788444772e2180030433
data/inputs/metadata/rec_program_two_axis_interpretation_spec_2026-08-23.md	2449	52893757cdb8ec5b698ab792d160d340080c09ec4f7ddc6e3910fc1bb55880ca
data/inputs/metadata/rec_public_upgrade_2026-09-07/analysis_gene_sets.tsv	331181	b45f5f774f363ca61744461e76399fe9a18044028626cd733bd50fbbfd62e34b
data/inputs/metadata/rec_public_upgrade_2026-09-07/human_mouse_one_to_one.tsv	1276651	9eaa852d8b6bed85f34db8ef29c9333c24304ff54b443908e6ce784a043e86a4
data/inputs/metadata/rec_public_upgrade_2026-09-07/mrtx1133_sample_manifest.tsv	3532	59002c758e8f1990b94c856d175fab54f97b806e3f7df30680234f1caf2f3426
data/inputs/metadata/rec_q2_integration_2026-09-19.md	7278	3b6935988509fa3c16cba2f596a6e797d9c87359b7a31423f36add218941769f
docs/DATA.md	10043	3927bedf50ffd63c051a37849452261bafe7fb04e66c957fd08ebe13580c11d4
docs/GITHUB.md	1970	d69e7da1f4f25a4c67415d4c43178c390f370115bd0a151eba9f7a5fe6b6e53f
docs/IMAGE_SOURCES.md	3791	838ef99e77a7fcf652cdb8bef376704e931361685d7103110c5d72e8030f906d
docs/RUN_ORDER.md	7405	5864e8c51631ff6d9f7b9c1745c81ec6bae1f6ef415778ce53822c5e4a481599
docs/WORKFLOW.md	3906	3d6224051bd0a3d0b674a1bf258b0334854747e7e8bb5be978e4effb8c535811
docs/使用说明.md	2799	71d72cdc400c64cf5f98bdda4e5d5ded7c13ea4300b41ac6513d64999a252df8
environment.yml	560	77c1e729ba6c24bd8a77bace489cf3ed1c5a9d7cf28d3e9ea7f414a30764d5b9
environment_check.py	2508	1e9abaca0819f744e0fb4af2cc09cfe6ca8a0c3f71e24584e69b7e73ca7ec408
manuscript_checks.py	3601	606340831f5798608bc5e725f9216e0c1b1e00f55009cdba0f2b4bdc071978f4
materialize_sources.py	12009	54c5442b0eeb749677b4c1aae89b641774aad78358043adf55edfa3f4f68ac31
metadata/analysis_code_provenance.json	26102	247004b37e53d15e30f3f3ffd9173ed5e9ae9d2a933f06c188009308bbe7b4ca
metadata/analysis_inputs.tsv	93019	66181fc09a73b67582ea8617aff76aacfb77a729749e3e4ab4b03e5921314e7b
metadata/analysis_steps.json	5463	373a175d556344ab8e94d331549fe666cce157dfaf181e6f47b7580073a2836a
metadata/code_provenance.tsv	3053	41aa71289b4053fe122ae890bdb7ccf961894e2d1e31692c533593414c05c77a
metadata/companion_files.tsv	3106	f855c4be0befa12911c8512a1ef5de972e253c596f989f37f51616dec0de96c8
metadata/emtab_upstream_processing.json	3975	29d8864d011c6de7d16d7e745cb18380bcffc2c8af8fe89224e27b67aa67eedf
metadata/environment_versions.json	872	653181882eb655433ad7836be1a47a52feb5a1cf944a25e78630bda0938b352e
metadata/frozen_files.tsv	40429	f1cc13633f170b54e172440e690b6881a8781936ac9a9f890161ccf7f9a7a3a1
metadata/manuscript_numeric_claims.json	53161	7c9d68387ff4389e1ae23bb2d9f816130726bbaf3cf0567b0f1854672d174cce
metadata/manuscript_numeric_claims.tsv	27486	49a37345a74d7540b458311bd01dd485d23d426c506c5f614e9ef0aee0f5fc9f
metadata/module_file_dependencies.json	121437	81846d7c1f29ba29565663c7465c272cf3510c3f7fa30a86ed914d70540df18d
metadata/panel_manifest.tsv	193667	6386bc169f5151acbeea38a5c76969d9e49c629ceda28ee09399417c554cdfea
metadata/programme_summary.json	2436	bb3342d7975fe6215093b105a90d5ff5af47b82070d9d1f3b5cc97c838345d26
metadata/release_assets.tsv	358	8e56e98162542eadab9d036d9b4209657046f9cb6387a3eda35ca0928b4da719
metadata/reproduction_map.tsv	894669	73373ae7b2c36fc38ee5ac90f94a367a0aa1bea95777b9c78be1702a96aeb778
metadata/source_downloads.tsv	52581	c26ee067a2cbc0802bbdd642df7719e921809e1f26d08f6ff3f5b380586529fb
metadata/source_selection_notes.tsv	4065	6a4d865231267dc91fff03f660e3cd1985ae04ef92dfaa60a64dd59cfde8b375
metadata/static_display_inputs.json	1089	1c03b8c69cc540b5d4b2e78c580a4d7bb8432164d6607756aa678fd38e81ce29
metadata/summary_recipes.json	865825	23750decf9cac6026c56b16f08cc3e738cd6f55c66970a4fd803b87d536f7df6
metadata/workbook_manifest.tsv	27855	bd395f3e99e2f76219b31f1464de90fdf1c4b6a2c565b747b516efbfee1618a9
metadata/workbook_recipes.json	737363	2b6587c4c2b58f37451a7bd09e3f3cd3d6c10e00de12a1dac2086fecdf56ef73
plotting/build_figure1_framework.py	15020	1439021849cb6ef740a63595acf84b4baf2b55f94a1cf0337f4ba0b17cf42f22
plotting/build_main_figures.py	28697	3729d934021dc014759117e2e59bb05ed9980f7f2c243da4c1d358a38e47c132
plotting/build_review.py	2884	51cd0b6c68e4b3e03781475eed98e940de811abe44be41a8cebf7a7cc71a2658
plotting/build_supplementary_figures.py	27877	22762be3eee220202d563be017bca36488a460a915c6b84bbc674bc08e60da19
plotting/figure_common.py	10394	79d90547c0c77eebc0df35fd49726d6bebb1e35aada98002a85d7ca7f76102e9
plotting/figure_legends.py	13719	632f68f1e2e7245d1ad915ee389208d571c03007b82e4e1d9b93c5729e85b5f9
plotting/redraw_all.py	570	6efc3c81fab53e42f6464be1a91492697a613ceffd2bf859f39e518f7453e71b
reference/baseline_panel_hashes.json	531	fd4917958050c053b8ca92345d2c1b0bd70421ad421a7663a5b1a7dae57a140a
reference/figure_hashes.json	1363	95594c1bc06aa6a89f74896c6935cd89db12ddf918e7e7c33940c62e9c62c7e2
reference/figure_pixels.json	1847	661d893e9170614e07fbf5dbb1183a2a62d3c77d2fe6bd0a0f7aaf1a83ec081e
reference/panels/Figure_1_A.tsv	190	eb406271f1f72fc3265c199f3027c83f213c71055e85bad6f346c6c9823076d4
reference/panels/Figure_1_B.tsv	2549210	f9ca36aa00f0b3bcbf265daa430f7a9b13b03fda1e0f8654d40929c172bcd37b
reference/panels/Figure_1_C.tsv	989	e9faf3d6690c37368d8e57587802424af622cfcac8f3a753ff51a4bc858b7a49
reference/panels/Figure_1_D.tsv	3528	de5340e4af6b32419784c74f989fcd697eadcc77a561ee89681f5ce96354f9e1
reference/panels/Figure_1_E.tsv	606	890fc8e7859e984189cfa69871dc1fad326bde5b028d99448243d57a3c2fd451
reference/panels/Figure_1_F.tsv	4769	79c39816eb1fe6cc71740ae9e2d337db853343147d559c6c87cf33ccde93f69e
reference/panels/Figure_2_A.tsv	1539	c3a253b118251bf4419457b86adbf753d56f56e8a6b4491ce47f4c03181c58ba
reference/panels/Figure_2_B.tsv	3886	ec64aca7284c231c92acb63618234e412320ca580e975759939ec9ee45fe54df
reference/panels/Figure_2_C.tsv	1322	af9320b8b9d377db06592ce0e16014cb2ac6b533517e2d4b162ecc50804a7567
reference/panels/Figure_2_D.tsv	1052	87476af6e290c4d566b6ee3cbbd4fbd5a4c2834b9c936c4064d62fc2607f4c80
reference/panels/Figure_3_A.tsv	7737	b20bf385f6086ffb212645e98927c36b960750994190135c5ad25f76e778a3a3
reference/panels/Figure_3_B.tsv	6183	22486f598e1d6a7d06ebbd3411d14b35428d97830d4f8d9acb113eedfe5382fe
reference/panels/Figure_3_C.tsv	7622	be10f3cb9912b4ca5c2efa379a49fc402791644bb4b4eca01568f4ba26a9a300
reference/panels/Figure_3_D.tsv	21798	a6771cfba2986710cecef2b134c9845c23c046638ca59b86bcb3221f0cd5d2c5
reference/panels/Figure_4_A.tsv	3886211	5738b637702ce586ed3e68a607b4ae02e88a1ef25256d4d16f0cea59a7f92792
reference/panels/Figure_4_B.tsv	833	4c6d15f433410053d218b1ccef999ef423c98efcf11be689e935bdf698130878
reference/panels/Figure_4_C.tsv	1448	0ad782c864c368652d3821f45acdd6d6b11221e3213dca115159c8d83640c11e
reference/panels/Figure_4_D.tsv	2806	14088e886859661c466b0bf22987e30ce451753afe551c5f97186d99df20bd7a
reference/panels/Figure_4_E.tsv	750	f3d678d36a8131e2f12313504d8469559de3c2b4e3a9638d828da85eb3fa8292
reference/panels/Figure_5_A.tsv	4849	2a59291081ebb064fd79c3aeeec0c48c63160fa228662b17cb4b5a73f0834ed2
reference/panels/Figure_5_B.tsv	1161	d1301e34940962927124df65e7965526f03d0bcc1a4c9aa8a2cd1284b6ce1498
reference/panels/Figure_5_C.tsv	3784	3e5716a4dbee33cb2b29de678744013761cfa7fd6665f358d978d0d59dc79034
reference/panels/Figure_5_C_programme_tests.tsv	508	289282f155624bd10c1bbf122a0b65d160791be0fa1e5ded0b9504e7f28c14ed
reference/panels/Figure_5_D.tsv	2545	d06773208aa2cfa28657197f654cca81dcca795bf2b8c37b9ac7c5258456053d
reference/panels/Supplementary_Figure_1_A.tsv	1936	ac173e0d937b56b7fde9f6c765b11da2a7a75308af1cb64d598d935f23d1f604
reference/panels/Supplementary_Figure_1_B.tsv	847	251482a6497972be62d51e0d2671e29e9188ed413e0bed13a8708ac535706a80
reference/panels/Supplementary_Figure_1_C.tsv	2539	18a8b5c0593f615c241277798f77b39d8e7a788f5b05b6bfb5fd47380aba1fda
reference/panels/Supplementary_Figure_1_D.tsv	2312	7330e315c1079d5dc58c17d45aa8061c4746e5d9ca2f5f75e43eeee003f6bc35
reference/panels/Supplementary_Figure_2_A.tsv	11020	26aefa03b06c55c1b24185e6b6487039998d060d85ae356eeb42505e8d9382c9
reference/panels/Supplementary_Figure_2_B.tsv	615	76323d38f769e5a43cddf6f18194d671ba225f88c18e57332f4a7db6ce5ff7a8
reference/panels/Supplementary_Figure_2_B_patient_values.tsv	29277	a4de387799940468e4fca907861d6cdee47f7757aef3dfb380ebc3269a0a7018
reference/panels/Supplementary_Figure_2_C.tsv	1116	2b77f7e207029ac4ad81ff01269d2292dd6fe55dc4931cfee89651fd6105596c
reference/panels/Supplementary_Figure_2_D.tsv	37416	0204de3350300e4637257d39937f182c8cc57897620ae01e3910d394cbd6719b
reference/panels/Supplementary_Figure_2_E.tsv	2796	c80537a45a58d9de34ce5752e8b0356a72ea0591853ddf62954ac175adfd0633
reference/panels/Supplementary_Figure_2_E_pairs.tsv	573	761c752d26e402da1d97f4dc4defb24b10c279ce39dc5f3349a44f23914db5ec
reference/panels/Supplementary_Figure_2_F.tsv	843	43fad40996ba7c8fa21b73a11a677e7b5b5147387d92396fc5e7b2251b6e2d4e
reference/panels/Supplementary_Figure_3_A.tsv	3886	ef5bcd1bdc59a4c7e0469de2cb01d4668cc36ad724064adc92e8d1231960849d
reference/panels/Supplementary_Figure_3_B.tsv	787	94728f190dbfb18b5d3ff97f6da39d239b938a14b0dd5dd323e5eb913397e4cb
reference/panels/Supplementary_Figure_3_C.tsv	537	a8dc08befdba8584972d83cad779fde7cd8ba22060f2d38787423d8bf652fc0f
reference/panels/Supplementary_Figure_3_D.tsv	5921	9a0b8f02ccb719b53d8fa352a45e62b5d06dd5b8a556ffef3d40295325b21d0e
reference/panels/Supplementary_Figure_4_A.tsv	2307534	71422721180fcb1df232f14bc2959b1ef145f815531baa8ca88442d8f5ff0f17
reference/panels/Supplementary_Figure_4_B.tsv	1660211	f9feee090435cad7dd300c93f080289096d409451fc9a0898acdb5d6f374b4aa
reference/panels/Supplementary_Figure_4_C.tsv	2355334	31e992e8c705950167e28ae4331d001f680774f3c29fa17d6e9d241773a6ce1e
